"Subject" "ActivityName" "odyAcc-mean()-X" "odyAcc-mean()-Y" "odyAcc-mean()-Z" "odyAcc-std()-X" "odyAcc-std()-Y" "odyAcc-std()-Z" "GravityAcc-mean()-X" "GravityAcc-mean()-Y" "GravityAcc-mean()-Z" "GravityAcc-std()-X" "GravityAcc-std()-Y" "GravityAcc-std()-Z" "BodyAccJerk-mean()-X" "BodyAccJerk-mean()-Y" "BodyAccJerk-mean()-Z" "BodyAccJerk-std()-X" "BodyAccJerk-std()-Y" "BodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X"
"26" 5 "SITTING" 0.273694139545455 -2.11589692309318 -2.75707659388636 -9.80945022045455 -9.08728488409091 -9.26094740227273 0.880731443863636 -1.2232271355 -0.734471991590909 -9.83137541590909 -9.55871435681818 -9.45008999545455 0.0749577410909091 -0.666946530909091 -1.93967732603409 -9.75204850227273 -9.52786261136364 -9.73436529545454 -2.863957875 -6.20933537727273 -0.146871348022727 -9.66225485 -9.50064068181818 -9.40637937045454 -6.76812394772727 -3.69533567727273 -4.74381896894773 -9.66037012045455 -9.75433911363636 -9.64878512727273 -9.379783225 -9.20939027727273 -9.379783225 -9.20939027727273 -9.69320155681818 -9.65757731590909 -9.34301646590909 -9.31414810454545 -9.73848287045455 -9.70392610454545 -9.77450812045454 -9.21434735681818 -9.46064216818182 -9.825908425 -9.02387282646364 -9.2184351 -2.24336647885 -1.52482701929545 -1.83131069393182 -9.76024951136364 -9.54237489772727 -9.69501330681818 -9.76530547272727
"27" 5 "STANDING" 0.282544390892857 -2.99787156833268 -2.54034223089286 -9.68591815714286 -8.69439913392857 -8.69327321785714 0.960188699107143 -3.61761407147679 0.138638436607143 -9.74088206071429 -9.31973943392857 -9.14608495714286 0.0183941956071429 -1.13209586949464 -1.67645233276054 -9.62647080178571 -9.31217140714286 -9.63832118928571 -3.08256148391607 -5.716704147375 -0.268451419391071 -9.10395222321429 -9.33738104107143 -9.07471555714286 -5.27388362875 -4.12494337230357 -4.625805380875 -9.41930044107143 -9.61177741607143 -9.44755343035714 -9.06104701071429 -8.7977380125 -9.06104701071429 -8.7977380125 -9.56863566071429 -9.42962047678571 -9.00671630714286 -8.67041711785714 -9.58405900892857 -9.47970723571429 -9.64500917321429 -8.90796360535714 -9.15083799107143 -9.7066840875 -8.71623020357143 -8.58231387857143 -1.96908926474643 -2.11278059425 -2.18507657105357 -9.63059235178571 -9.3137020875 -9.58438726607143 -9.65778920714286
"28" 5 "WALKING" 0.27784234625 -3.02787530823036 -3.27088296607143 -3.06513163964286 -0.766947349196429 -4.5702143625 0.972624959821429 -4.28078261607143 -1.31997787307143 -9.79348381428571 -9.61585474821429 -9.64580803928571 -0.768872109410714 -1.69425986935536 -1.33182194910411 -3.3299745 -2.60458052337857 -6.12895318571429 -3.17336237752679 -4.156433302125 0.0626660608392857 -4.90877497857143 -5.04622029821429 -3.18700615178571 -2.13933857081071 -3.42941571285357 -1.4125020159 -3.65619534107143 -5.7143812375 -2.60077229941071 -2.99408221857143 -3.77178733392857 -2.99408221857143 -3.77178733392857 -3.01656855178571 -2.82242276785714 -3.55933083571429 -4.92176823571429 -4.44532485357143 -4.8919974625 -2.95598217182143 -1.63538078839821 -4.90251090714286 -3.27779951946429 -1.48895610608393 -4.83059957321429 -3.78342239541964 -1.84643553547321 -1.31886895471964 -3.44954806428571 -2.38705345459893 -5.90496615535714 -3.56577841607143
"29" 5 "WALKING_DOWNSTAIRS" 0.29354392712766 -1.95208732606809 -3.82242490242553 0.275046110468085 -0.931331369491489 -3.25891435319149 0.956649352553192 -2.43303720791489 -0.460119067979849 -9.50490938510638 -9.12363420851064 -9.27192732978723 -0.963724347497872 -1.80510116161064 -1.644119071 -1.44156032397872 -1.5648901724 -5.2265163787234 -2.56173162419149 -3.14684787720426 -0.158162210595745 -4.72161157446808 -4.09134149148936 -2.69703675744681 -2.0972890973617 -1.88824069724894 -1.62760807245532 -4.11302217446809 -5.14591487234043 -1.92895605263617 0.211138853638298 0.205422375957447 0.211138853638298 0.205422375957447 -2.19443268561702 -2.63690317206383 -2.50664122553192 -3.87664318085106 -3.9719562106383 -4.50303212340425 -0.461445082297872 -0.825198566617021 -3.74740089574468 0.336554724893617 -1.97917050944255 -3.53397850212766 -4.5352450106383 -1.80088322014043 -2.0775404695117 -1.77818712202128 -1.68036849351915 -4.91979946170213 -1.78554973057447
"30" 5 "WALKING_UPSTAIRS" 0.178286027659574 -1.99504791024085 -4.06769535744681 -2.91988357343191 -0.383288770170213 -3.1604347787234 0.936821834893617 -2.65942569148936 -2.49238755791851 -9.5357996893617 -9.00511719787234 -9.2141958 -1.18923913497872 -1.45175577690213 -1.92547533908511 -2.47886614680851 -2.65599832661702 -6.3836903212766 -1.21344268678723 -2.22995876020213 -1.18650422227021 -4.43342262340426 -4.40345826382979 -2.77482867659574 -2.40266485331915 -2.4769407430883 -2.1943667451 -3.30120173617021 -6.31822048297872 -3.10788117659574 -1.76783341424574 -2.80597530655319 -1.76783341424574 -2.80597530655319 -2.64073254893617 -3.10186545957447 -2.51092386860426 -3.54687870212766 -4.7348816787234 -5.57988065531915 -3.01146489651064 -0.942949822978723 -4.57470676808511 -2.24295261974468 -0.344493704 -2.90034445076596 -4.4432247212766 -3.11806680740426 -2.38771197691702 -2.89725470425532 -2.98644183078723 -6.06717464680851 -2.47812194042553
"31" 6 "LAYING" 0.0558531469824561 -1.70575615534035 -1.92370431052632 -9.4307183631579 -9.36598994912281 -9.25216100350877 -4.7670987877193 0.956593814210526 -0.359158569552632 -9.09563144192983 -9.59161956491228 -9.28130738421053 0.0148985664210526 -0.582564069268246 -2.17035025318246 -9.66341054736842 -9.33674494385965 -9.59646055263158 -2.68540032720702 -5.68380040070175 0.179102058245614 -9.55378225087719 -9.43634949473684 -9.39141878596491 -5.38088137368421 -3.87873574396772 -5.27070631549123 -9.39611608245614 -9.58628819649123 -9.59579071578947 -9.2596601245614 -9.09547349438597 -9.2596601245614 -9.09547349438597 -9.54750504912281 -9.50341934385965 -9.08980174736842 -9.20914497017544 -9.55645738245614 -9.53157001578947 -9.39114254210526 -9.23706791403509 -9.38044912280702 -9.38918910877193 -9.37310340877193 -9.24004748421053 -2.81397657621053 0.271938494035088 -0.571469192008772 -9.67072436842105 -9.36043420175439 -9.54425844736842 -9.68619159473684
"32" 6 "SITTING" 0.276778487454545 -2.56130260616364 -3.15609492363636 -9.80164933636364 -9.23682131090909 -9.25797097090909 0.933692934909091 -2.3388335177 -1.05549302935018 -9.88872369272727 -9.60875994727273 -9.55475832363636 0.0754721635223636 -0.778816157689091 -2.34055853122673 -9.69929476363636 -9.45143686181818 -9.58572952545455 -2.77677846446 -5.83209473454545 -0.113333652636364 -9.57367681818182 -9.44130044727273 -9.39681350909091 -5.04705556545455 -3.88567492283273 -4.71198915666145 -9.43714804727273 -9.61780726363636 -9.58787671272727 -9.49543531272727 -9.31572655636364 -9.49543531272727 -9.31572655636364 -9.62733502 -9.48181827818182 -9.32703812181818 -9.21259472727273 -9.62929227818182 -9.50150571818182 -9.75351454727273 -9.28264365454545 -9.35798115272727 -9.82451284727273 -9.25676956 -9.25768475636364 -1.47662275390182 -1.21501096203636 -1.16501361230909 -9.71037479818182 -9.47070821272727 -9.54199785636364 -9.71488767454546
"33" 6 "STANDING" 0.280346248596491 -2.43150732364912 -3.25948244268421 -9.81758159649123 -9.21493191754386 -9.25692371929825 0.945139003859649 -2.30251036140351 -0.932803680045614 -9.85583066842105 -9.6844910122807 -9.42795062280702 0.0302372040350877 -1.57964473862 -2.08736477662281 -9.73132635789474 -9.49362277017544 -9.67547241754386 -2.9216474693807 -6.49534254728596 -0.195929039929825 -9.47561298596491 -9.42486586315789 -9.47782155964912 -4.82333444210526 -4.34588155652632 -5.36825720122807 -9.46423593157895 -9.6242216368421 -9.62758177192982 -9.45022876491228 -9.39310249649123 -9.45022876491228 -9.39310249649123 -9.67102436140351 -9.56099145964912 -9.39404744385965 -9.15891572982456 -9.63406222982456 -9.52536233859649 -9.77100287368421 -9.30336471754386 -9.42864017017544 -9.84067374035088 -9.21449111052632 -9.22067224210526 -0.774547141517544 -2.32335051198772 -1.63504657485439 -9.7348053877193 -9.51405464912281 -9.63743518070175 -9.75235677719298
"34" 6 "WALKING" 0.283658868070175 -2.32368552603982 -3.15030429824561 -2.96538717368421 0.0319100403859649 -5.04324207192982 0.958067455087719 -2.14694852280702 0.0331888826842105 -9.77779896491228 -9.64248568070176 -9.57205025789474 -1.25909547903509 -1.83432512022807 -2.23181547842281 -2.30330916088421 -1.76811829064211 -5.75777466491228 -3.07732762979825 -3.67831709427368 -0.00370318517719298 -4.46020952631579 -3.31702267894737 -3.83139334736842 -2.80628638680526 -2.05966080439474 -2.15982185895263 -2.51920076685965 -4.16390246140351 -3.05927079122807 -2.71794521052632 -2.66734167368421 -2.71794521052632 -2.66734167368421 -3.18685240910526 -2.54335360636842 -2.91369918596491 -3.80076095614035 -3.6711039245614 -4.15354323905263 -2.47811598745614 -0.418251538692982 -4.98520164385965 -3.4522769 -0.634020332394211 -5.50474621754386 -2.92525803996491 -2.14115566038596 -0.746452883780702 -2.26979785466667 -2.34871552626667 -5.41438616140351 -2.65198884875965
"35" 6 "WALKING_DOWNSTAIRS" 0.277045258145833 -3.04962333532625 -3.52613372083333 0.383681639791667 0.0789958704166667 -4.12459637496667 0.928531455208333 -2.14046334375 -1.93668159815208 -9.544062675 -9.3357760125 -9.34378766458333 -1.68483664660417 -1.78718490461583 -1.95957906417292 -0.0815045890604167 0.0505760856791667 -3.94448710502083 -2.76624760320833 -2.13757913298542 -0.561725588952083 -3.09232875131875 -3.026637140725 -2.25146936449792 -1.93726838698542 -2.13991243312292 -1.56418912216667 -1.24721228558333 -2.93033867929167 -0.442389521789583 0.333754731458333 0.373611914166667 0.333754731458333 0.373611914166667 -1.0013730509375 -0.260729790375 -1.91362477237792 -2.10476569524792 -1.87447003535417 -2.10862443333333 0.328308506041667 0.339771173822917 -3.39391228416667 0.403369766666667 -0.028485004125 -4.250515218 -4.1164933625 -1.6631108765 -0.2136084208125 -0.161488610997917 -0.78388884146875 -3.6812746850625 -0.673780561495833
"36" 6 "WALKING_UPSTAIRS" 0.268229355098039 -3.11355967905412 -3.25904443137255 -3.75300553273726 0.189276117327451 -3.87538958431373 0.913632241568627 -3.40732608823529 -2.87682601836863 -9.59399425098039 -9.12900683137255 -9.06196352156863 -1.49480274711765 -1.42938038192157 -1.64838917667059 -2.53039116709804 -2.06113680578235 -5.60830688235294 -2.15491145670588 -1.86961915703078 -0.649946040958824 -3.86443115882353 -3.33550978072549 -2.61392449702745 -1.72401093223784 -2.30068091992157 -2.12189962235294 -2.82940244545294 -4.86494120980392 -3.04524920308118 -2.02808974476078 -3.16383328237647 -2.02808974476078 -3.16383328237647 -2.86606829007843 -2.48742327433333 -2.65853303680392 -2.77762655478431 -4.26481128627451 -4.41282402072549 -3.02801352668627 -0.661286764276471 -4.41116603137255 -2.22051507227941 -0.0117496136862745 -3.91622149803922 -4.5831989627451 -3.04888098038078 -2.11663201129412 -2.80067679019608 -3.38032603372549 -5.49314615882353 -2.26315031611765
"37" 7 "LAYING" 0.130105234615385 -2.14457341844038 -1.95323002817308 -9.3651361 -9.26262668653846 -9.52978365961538 -5.02814250576923 0.393444278076923 0.907537823461538 -9.20669701644231 -9.55543549230769 -9.61908984423077 0.0968904018076923 -0.765026680019231 -1.82320560726346 -9.80977756153846 -9.73093160192308 -9.72983064230769 -2.41123611761923 -5.74769587307692 0.155920029769231 -9.601268225 -9.45071935384615 -9.55294890576923 -5.83366539615385 -3.49411839700577 -5.00425463159615 -9.738372325 -9.76483727307692 -9.88871878269231 -9.36392023846154 -9.10388918642308 -9.36392023846154 -9.10388918642308 -9.80127239615385 -9.67310932307692 -9.15793634807692 -9.18662459038462 -9.83008829038462 -9.71205137884615 -9.53424245576923 -9.42193953846154 -9.58611644615385 -9.31120580576923 -9.22917902307692 -9.53380646346154 -6.35913046346154 -1.74147986586923 -0.327768645980769 -9.80393046923077 -9.72531648846154 -9.69524977692308 -9.83560175384615
"38" 7 "SITTING" 0.284674637291667 -2.26456281365 -2.4561995474375 -9.72668374583333 -9.09454698541667 -8.6061437976875 0.969147824375 -1.56982612696458 -0.315264286583333 -9.57082433333333 -9.45436264583333 -8.81683429604167 0.0089470180625 -0.612437820925208 -2.12014494869667 -9.82158098125 -9.69458676458333 -9.72256472708333 -2.80136348794 -4.5513128322375 -0.497314901360417 -9.41870953333333 -9.44124336458333 -9.37021208541667 -6.31372363277083 -4.1158881294375 -4.67437345022917 -9.74369045625 -9.81024680625 -9.80954665416667 -9.18432107083333 -8.84271207602083 -9.18432107083333 -8.84271207602083 -9.76559676458333 -9.70243274166667 -8.97870535 -8.98063314375 -9.81665122291667 -9.76214430208333 -9.72697126875 -9.3149063375 -9.04675337916667 -9.72879966041667 -9.04629195833333 -8.51120964979167 -1.46751212806875 -1.41558834958333 -2.1061123405625 -9.82037243958333 -9.69423612916667 -9.68503504791667 -9.84026344375
"39" 7 "STANDING" 0.282723539433962 -2.46755111148679 -3.6366689474717 -9.79307570377359 -9.23400921886793 -9.17064168490566 0.958728687924528 -3.9162747509434 -0.96118097345283 -9.87917503962264 -9.66162998679245 -9.39161014716981 0.0751915112830189 -1.00163472663019 -2.03925177397151 -9.76403544716981 -9.65810609622642 -9.72060053207547 -3.40740380896396 -6.47751078149057 0.0851045000566038 -9.45247687358491 -9.49646946792453 -9.51630777358491 -4.59179005516038 -4.20945448992453 -5.27080573667924 -9.6598339754717 -9.7683775735849 -9.78166790943396 -9.42724659245283 -9.33590156792453 -9.42724659245283 -9.33590156792453 -9.73381306226415 -9.68566356037736 -9.43425564528302 -9.18438958867925 -9.77377083018868 -9.7210793 -9.76681834339623 -9.41883783773585 -9.38550519811321 -9.80541336037736 -9.19118753018868 -9.12358813773585 -2.36488155733962 -2.69380324658868 -1.57687838403774 -9.76323086226415 -9.67165093018868 -9.68229643018868 -9.78729082830189
"40" 7 "WALKING" 0.275592961754386 -2.95520989028246 -4.22674685789474 -3.27243240701754 -1.37063129252632 -0.0201170585807018 0.932566472280702 -1.59097003684211 -2.07565399300596 -9.79851271403509 -9.69404155087719 -9.52159770526316 -1.0654863899386 -2.20259472908772 -1.57083501193333 -3.58370815614035 -1.56251294466667 -3.05788601725053 -2.56452986059895 -4.14914552168421 -0.348254101859649 -5.03313517017544 -3.03784685087719 -3.96013535263158 -2.3052839171807 -2.09043816395246 -2.08392213338421 -3.12395294724912 -2.81293684019649 -4.58302971403509 -2.57292214441754 -3.09187868070175 -2.57292214441754 -3.09187868070175 -3.66953568233333 -2.11920014357193 -3.05959351403509 -3.36118269508772 -3.10604689122807 -1.9056938634386 -3.43048405789474 -1.65376166858947 -1.65736024659702 -3.22034908070175 -2.10611198826316 -0.454015555354386 -3.26076173157895 0.0413348934035088 -0.957381744192982 -3.83715797719298 -2.04234243558895 -2.84469151456105 -3.77373278947368
"41" 7 "WALKING_DOWNSTAIRS" 0.28030708 -2.51523794005745 -3.62911619123404 -0.710557116391489 -2.7999144943234 -1.96810614105213 0.930623632765957 -1.48484893617021 -2.21045634674043 -9.64875962978723 -9.52678693617021 -9.2875646893617 -1.2250899382383 -1.92866887102128 -1.52600322931277 -1.12199988824681 -3.62193093138298 -3.63460611914894 -2.6824644613617 -2.48517277642553 -1.0205164733234 -4.19206971276596 -3.51937567446809 -4.01051415531915 -1.77555742959574 -1.585090987 -2.26669559864255 -5.10731018297872 -3.48096949629787 -4.34789094680851 -0.916643458255319 -0.0389804516808511 -0.916643458255319 -0.0389804516808511 -2.97257300207234 -0.676820675587234 -3.02093394789362 -3.1005228787234 -3.99229959148936 -3.36227907548936 -1.50915672876596 -2.23068140306383 -2.32193053412766 -0.967500389619149 -2.46805271093617 -2.21885780670213 -3.95091805957447 -2.08776772706809 -1.27846759046809 -1.85539756834043 -3.61138363059574 -2.96494902765957 -1.69225493178723
"42" 7 "WALKING_UPSTAIRS" 0.248706923078431 -3.2737626549902 -4.01628750392157 -3.16092979803922 -3.2616002254902 -2.78837969715686 0.81874656 -2.40950944117647 -4.03599709607843 -9.32823053333333 -9.39774255490196 -8.81675909607843 -1.11694452494902 -1.58274758537255 -1.49877045284314 -4.15153115882353 -5.19897595686275 -6.0780843627451 -2.19601957147647 -1.87914232223588 -1.08556970372549 -3.63853236862745 -5.72996820784314 -4.14817307058824 -1.97871077012353 -2.1821927465549 -2.52820866576275 -6.16812659215686 -6.71243739607843 -6.82184175686274 -2.42735198719608 -3.3474460745098 -2.42735198719608 -3.3474460745098 -4.58695232352941 -4.71265710980392 -3.03067252745098 -4.2749996745098 -6.61969771960784 -6.7642807254902 -3.36199426470588 -3.81590523137255 -3.17461021372549 -2.87115390980392 -3.41025552941176 -2.27953144404902 -4.32684590196078 -2.35888018296667 -3.541357526 -4.54647881960784 -5.3707567 -5.81764526862745 -4.26974025686274
"43" 8 "LAYING" 0.152148737407407 -2.03420111567148 -1.98795888611111 -9.4304121537037 -9.3489116 -9.45751295740741 -4.05930036111111 0.589922434814815 0.719831539259259 -9.39016813 -9.57990036481482 -9.59359011087037 0.0878326902592593 -0.639117519012963 -2.45721438027778 -9.73253042222222 -9.76520952037037 -9.6608757462963 -2.41745066264815 -5.66967393042593 0.13818830737037 -9.65204017592593 -9.52039385740741 -9.6758975462963 -5.79160773148148 -3.83948846603889 -5.13433095925926 -9.69924077407407 -9.74186451851852 -9.87601203703704 -9.35308633888889 -9.18284635666667 -9.35308633888889 -9.18284635666667 -9.7314748962963 -9.62954517222222 -9.24253348518519 -9.32470764444444 -9.78438191296296 -9.69029111666667 -9.53538563888889 -9.51816663703704 -9.44269514074074 -9.40125298333333 -9.37568632962963 -9.45948881851852 -4.18347967201667 -1.60178765492593 -0.125860591245556 -9.73110596111111 -9.75877437407407 -9.62111136666667 -9.75959911481482
"44" 8 "SITTING" 0.267491472934783 -2.24925021237391 -2.81779505273913 -9.79026152391304 -9.29066284245652 -9.39553030217391 0.832453878043478 0.240095117065217 0.263895185521739 -9.66757967173913 -9.37738255397826 -9.49112135434783 0.0786713761086957 -1.265749121455 -2.23458735888848 -9.85188753695652 -9.80784606086957 -9.85285807173913 -3.24062836304348 -5.33485262756522 -0.238806770326087 -9.84524052826087 -9.7150069673913 -9.59623548478261 -7.17169017173913 -4.07830885323913 -4.95909467046304 -9.93264647391304 -9.8887627673913 -9.85241405434783 -9.52139704347826 -9.39775127391304 -9.52139704347826 -9.39775127391304 -9.86061512173913 -9.80667377391304 -9.3268224326087 -9.53001632173913 -9.91807428043478 -9.86756670869565 -9.81142909782609 -9.4421971826087 -9.59436275869565 -9.78256730652174 -9.26953308413044 -9.33889846521739 -3.12757809531739 -0.984495568717391 -0.860471806108696 -9.84977270652174 -9.80221104565217 -9.82995311086957 -9.86913610652174
"45" 8 "STANDING" 0.279620986111111 -1.93755044148148 -3.2381882725037 -9.88815418148148 -9.38479429074074 -9.31026498851852 0.957669921111111 -3.38618854814815 -4.11973859198148 -9.87690217222222 -9.58904114074074 -9.26796888203704 0.0753739045185185 -0.819032154142037 -1.99061534426852 -9.89198879814815 -9.59775474074074 -9.65944232592593 -2.5824122246537 -5.76377223581482 -0.463810488166667 -9.72990379814815 -9.69421045555556 -9.74118322407407 -6.81381076666667 -4.41057687592593 -5.1123508515 -9.81573085740741 -9.85508765185185 -9.89270900740741 -9.53762884074074 -9.37774185022222 -9.53762884074074 -9.37774185022222 -9.84920797777778 -9.79932239074074 -9.52848496851852 -9.5322478962963 -9.87580587777778 -9.82460332222222 -9.88219862222222 -9.33382433333333 -9.50362935555555 -9.8918374962963 -9.36231722777778 -9.26652188722222 -1.27154054601111 -1.11922893905185 -0.733081274185185 -9.89029238518519 -9.59511008333333 -9.79477193333333 -9.90414086851852
"46" 8 "WALKING" 0.27468631 -3.35658331462917 -3.47668924858333 -3.08996505220833 0.380782052708333 -2.25086984625 0.913586347916667 -2.17102194583333 -3.03817269530577 -9.74752050208333 -9.56781505625 -9.56640104791667 -0.972910993291667 -1.89637211739583 -1.54288483350187 -2.6926356125 0.0385138017083333 -4.75674647916667 -2.08219978478958 -3.08044000056 -1.05123248357292 -3.1401015425 -2.119972775 -1.48065518486458 -2.50297861091667 -1.93439181936667 -2.28385522912708 -3.7019991125 -4.28055700208333 -3.88446971666667 -1.96330952221458 -2.27672371925 -1.96330952221458 -2.27672371925 -2.02687930390208 -2.41345180791667 -2.4010586522125 -2.50900455270833 -3.39129269583333 -5.02957255416667 -2.47389011875 0.316982393333333 -3.94194233810417 -2.46619311464583 0.32484493125 -2.77013033152083 -4.06588387708333 -1.73458911053333 -0.823523280770833 -3.11198711041667 -0.913236661845833 -4.14377821458333 -2.96257906085417
"47" 8 "WALKING_DOWNSTAIRS" 0.283484089210526 -2.84547783992368 -3.32172595263158 -1.77157636528947 0.343826273105263 -0.4255128105 0.914023498421053 -1.87610243421053 -2.26731064637684 -9.45766561578947 -9.41580934473684 -8.97190012631579 -0.793021666105263 -2.11445550587895 -1.62279337221053 0.150744712836842 0.219230995026316 -1.46287494658421 -2.83399486884211 -1.91393908559737 -0.502801692287105 -4.01612850142105 -1.73589443833684 -2.14800647873684 -2.63014934 -2.91306018631579 -2.48023539536842 -2.81044086682895 -2.54945647568421 -2.50522579273684 0.176599311818421 -0.586245703010526 0.176599311818421 -0.586245703010526 -0.194485468973684 0.212865029384211 -0.945073599213158 -2.55373837435263 -2.89909276231579 -3.06098345615789 -0.119430810902632 0.388412779763158 -0.845512595578947 -2.53000575421053 -0.0386433232105263 -1.93168512606842 -2.05741476942105 -0.676153820168421 -0.0298145905263158 0.0288850107368421 -0.111916182973684 -0.962801227771053 -0.63403489825
"48" 8 "WALKING_UPSTAIRS" 0.258880152048781 -3.765341085 -3.58903229512195 -2.87631698292683 0.348768733170732 -0.725297965209756 0.860368718780488 -2.91341491707317 -2.99112531415854 -9.26673287804878 -9.31032068536585 -8.76168930487805 -1.2610757025122 -1.42385713095122 -1.9761657482439 -3.05925410965854 -2.07873003873659 -4.61890407073171 -0.79166153897561 -3.02190657789512 -2.01981666299512 -4.05811351219512 -1.70779500260488 -1.08205850560976 -3.16031414697561 -1.71096352892683 -2.42799666802439 -4.0507069195122 -4.24675673414634 -4.30366658780488 0.121026629195122 -2.82959603414634 0.121026629195122 -2.82959603414634 -2.88057477763659 -2.90380885397561 0.0862510996341463 -2.53691907887805 -4.00664014146341 -4.93975031707317 -2.33730987902195 0.149593632414634 -2.27215645230488 -2.82666722439024 0.30540146 -0.830869581292683 -3.32362172682927 -2.18560920221951 -2.54777296914634 -2.58145827499512 -2.35835914046341 -3.9094071902439 -2.68461534665854
"49" 9 "LAYING" 0.18426689 -2.208661554802 -1.611414692 -9.4233309 -9.162927764 -9.407072854 -5.802528348 -2.0319824892 0.9578730416 -9.315791605 -9.699944882 -9.712046902 0.08807344764 -0.862389552828 -2.584434289902 -9.647404702 -9.639966798 -9.58562455 -2.472758014564 -5.887746947764 -0.31784278512 -9.422465098 -9.266185314 -9.615953704 -5.1880482 -3.332016232282 -5.425250602 -9.45329035 -9.621702422 -9.770761602 -9.308684376 -9.16564717596 -9.308684376 -9.16564717596 -9.633745492 -9.550268052 -9.071250998 -8.985578738 -9.64524819 -9.528015598 -9.46865494 -9.343665984 -9.459190006 -9.409810272 -9.128367508 -9.419711636 -4.80453209 -2.7163538572 -0.78176652138 -9.64304065 -9.640828062 -9.55909215 -9.686013042
"50" 9 "SITTING" 0.04526140494 -2.684612545694 -2.50704401876 -9.572277914 -8.75141405 -8.5971697092 0.9163245106 -2.1498823751258 -1.207832006514 -9.552804062 -9.4645197 -9.133864014 -0.1300489206 -0.96144455268 -2.180200950835 -9.645358564 -9.567775448 -9.618894376 -2.929715858582 -4.18524599794 -0.37854681792 -9.590200492 -9.191882264 -9.301768338 -6.012970594 -3.725650806572 -4.897870576434 -9.645323452 -9.719274472 -9.687388914 -8.933617176 -8.637564342 -8.933617176 -8.637564342 -9.64383757 -9.517802432 -9.032355368 -9.066063206 -9.733641366 -9.663610734 -9.59413594 -9.11683219 -8.922013438 -9.56903459 -8.728683804 -8.431594796 -2.463011300166 -2.040566305998 -2.88636260065 -9.655962396 -9.580073906 -9.575269752 -9.666604036
"51" 9 "STANDING" 0.282310057333333 -2.56748838256222 -3.07844872493333 -9.75741252444444 -9.38635759333333 -9.19295805777778 0.961323502222222 -2.67224270014 -0.782585860444444 -9.89103160444444 -9.72573867555556 -9.32245295111111 0.0760032053555556 -0.723595185697333 -1.84193360772 -9.69973398888889 -9.63849332888889 -9.70584264666667 -3.1550497048 -6.5447342854 0.0992409332222222 -9.21990612 -9.46046640444444 -9.39889737333333 -4.4830961054 -3.89492977333333 -5.13481046594889 -9.49105691555556 -9.75036530444445 -9.69726483555556 -9.45167482444444 -9.36105010444444 -9.45167482444444 -9.36105010444444 -9.69524578888889 -9.63764177777778 -9.21030223111111 -9.08291403111111 -9.69824044222222 -9.65287050888889 -9.71662692 -9.44849431777778 -9.41686874222222 -9.77579248444444 -9.38790016888889 -9.13896832222222 -2.77664563616889 -1.39124568302222 -1.74654553211111 -9.71313768666667 -9.62624298888889 -9.67129200444444 -9.71278823333333
"52" 9 "WALKING" 0.278502842115385 -3.03801185807767 -3.36058347692308 -2.38353562692308 -2.82750855769231 -3.857258183825 0.951867079615385 -4.16628035762308 -1.64941386184 -9.80971973653846 -9.71242423076923 -9.55523995576923 -0.768814731034615 -2.09787618288462 -2.51778660034615 -3.40078976255769 -2.76929933846154 -4.09764526153846 -2.56959306525 -3.44791338959423 -0.106166996961538 -4.76163506730769 -4.67054167884615 -2.65683521346154 -2.06053398790385 -2.3233983483 -2.01433424197077 -5.26985309038462 -5.49200228076923 -4.57881494038462 -4.09699341626923 -3.7942877 -4.09699341626923 -3.7942877 -2.64708106153846 -3.17113487115385 -3.17702324230769 -4.89725811538462 -5.10253995769231 -5.99866472692308 -2.94711163653846 -2.57677616153846 -2.74280651538462 -2.34746533846154 -2.81557798076923 -2.73807866017885 -3.23024954807692 -2.25598528120577 -2.11392478846538 -3.14265401346154 -3.67706595 -3.99541245192308 -3.01814317484596
